"date","Agegroup","Male","Female"
2023-03-30,"40-49y",1856,1308
2023-03-30,"50-59y",1278,1110
2023-03-30,"60-69y",836,831
2023-03-30,"70-79y",439,495
2023-03-30,"80y+",80,98
2023-03-29,"<1y",439,385
2023-03-29,"1-4y",4227,3566
2023-03-29,"5-9y",3038,2529
2023-03-29,"10-14y",1476,1253
2023-03-29,"15-19y",1001,1009
2023-03-29,"20-29y",2880,2139
2023-03-29,"30-39y",2642,1696
2023-03-29,"40-49y",1856,1308
2023-03-29,"50-59y",1278,1110
2023-03-29,"60-69y",836,831
2023-03-29,"70-79y",439,495
2023-03-29,"80y+",80,98
2023-03-28,"<1y",439,385
2023-03-28,"1-4y",4227,3566
2023-03-28,"5-9y",3038,2529
2023-03-28,"10-14y",1476,1253
2023-03-28,"15-19y",1001,1009
2023-03-28,"20-29y",2880,2139
2023-03-28,"30-39y",2642,1696
2023-03-28,"40-49y",1856,1308
2023-03-28,"50-59y",1278,1110
2023-03-28,"60-69y",836,831
2023-03-28,"70-79y",439,495
2023-03-28,"80y+",80,98
2023-03-27,"<1y",437,384
2023-03-27,"1-4y",4221,3564
2023-03-27,"5-9y",3036,2528
2023-03-27,"10-14y",1472,1245
2023-03-27,"15-19y",997,1009
2023-03-27,"20-29y",2880,2136
2023-03-27,"30-39y",2639,1695
2023-03-27,"40-49y",1853,1308
2023-03-27,"50-59y",1278,1109
2023-03-27,"60-69y",835,830
2023-03-27,"70-79y",439,495
2023-03-27,"80y+",80,98
2023-03-26,"<1y",431,380
2023-03-26,"1-4y",4190,3545
2023-03-26,"5-9y",3017,1236
2023-03-26,"10-14y",1462,1236
2023-03-26,"15-19y",991,1003
2023-03-26,"20-29y",2866,2122
2023-03-26,"30-39y",2629,1684
2023-03-26,"40-49y",1851,1304
2023-03-26,"50-59y",1274,1104
2023-03-26,"60-69y",832,826
2023-03-26,"70-79y",438,491
2023-03-26,"80y+",80,98
2023-03-25,"<1y",431,380
2023-03-25,"1-4y",4190,3545
2023-03-25,"5-9y",3017,1236
2023-03-25,"10-14y",1462,1236
2023-03-25,"15-19y",991,1003
2023-03-25,"20-29y",2866,2122
2023-03-25,"30-39y",2629,1684
2023-03-25,"40-49y",1851,1304
2023-03-25,"50-59y",1274,1104
2023-03-25,"60-69y",832,826
2023-03-25,"70-79y",438,491
2023-03-25,"80y+",80,98
2023-03-24,"<1y",431,380
2023-03-24,"1-4y",4190,3545
2023-03-24,"5-9y",3017,1236
2023-03-24,"10-14y",1462,1236
2023-03-24,"15-19y",991,1003
2023-03-24,"20-29y",2866,2122
2023-03-24,"30-39y",2629,1684
2023-03-24,"40-49y",1851,1304
2023-03-24,"50-59y",1274,1104
2023-03-24,"60-69y",832,826
2023-03-24,"70-79y",438,491
2023-03-24,"80y+",80,98
2023-03-23,"<1y",431,380
2023-03-23,"1-4y",4190,3545
2023-03-23,"5-9y",3017,1236
2023-03-23,"10-14y",1462,1236
2023-03-23,"15-19y",991,1003
2023-03-23,"20-29y",2866,2122
2023-03-23,"30-39y",2629,1684
2023-03-23,"40-49y",1851,1304
2023-03-23,"50-59y",1274,1104
2023-03-23,"60-69y",832,826
2023-03-23,"70-79y",438,491
2023-03-23,"80y+",80,98
2023-03-22,"<1y",428,374
2023-03-22,"1-4y",4172,3530
2023-03-22,"5-9y",3007,2505
2023-03-22,"10-14y",1458,1233
2023-03-22,"15-19y",985,998
2023-03-22,"20-29y",2857,2109
2023-03-22,"30-39y",2619,1671
2023-03-22,"40-49y",1846,1297
2023-03-22,"50-59y",1267,1092
2023-03-22,"60-69y",829,818
2023-03-22,"70-79y",433,485
2023-03-22,"80y+",80,98
2023-03-21,"<1y",428,374
2023-03-21,"1-4y",4172,3530
2023-03-21,"5-9y",3007,2505
2023-03-21,"10-14y",1458,1233
2023-03-21,"15-19y",985,998
2023-03-21,"20-29y",2857,2109
2023-03-21,"30-39y",2619,1671
2023-03-21,"40-49y",1846,1297
2023-03-21,"50-59y",1267,1092
2023-03-21,"60-69y",829,818
2023-03-21,"70-79y",433,485
2023-03-21,"80y+",80,98
2023-03-20,"<1y",428,374
2023-03-20,"1-4y",4172,3530
2023-03-20,"5-9y",3007,2505
2023-03-20,"10-14y",1458,1233
2023-03-20,"15-19y",985,998
2023-03-20,"20-29y",2857,2109
2023-03-20,"30-39y",2619,1671
2023-03-20,"40-49y",1846,1297
2023-03-20,"50-59y",1267,1092
2023-03-20,"60-69y",829,818
2023-03-20,"70-79y",433,485
2023-03-20,"80y+",80,98
2023-03-19,"<1y",420,369
2023-03-19,"1-4y",4136,3490
2023-03-19,"5-9y",2965,2480
2023-03-19,"10-14y",1439,1213
2023-03-19,"15-19y",973,986
2023-03-19,"20-29y",2834,2089
2023-03-19,"30-39y",2602,1654
2023-03-19,"40-49y",1835,1282
2023-03-19,"50-59y",1258,1081
2023-03-19,"60-69y",818,808
2023-03-19,"70-79y",432,478
2023-03-19,"80y+",80,98
2023-03-18,"<1y",420,369
2023-03-18,"1-4y",4136,3490
2023-03-18,"5-9y",2965,2480
2023-03-18,"10-14y",1439,1213
2023-03-18,"15-19y",973,986
2023-03-18,"20-29y",2834,2089
2023-03-18,"30-39y",2602,1654
2023-03-18,"40-49y",1835,1282
2023-03-18,"50-59y",1258,1081
2023-03-18,"60-69y",818,808
2023-03-18,"70-79y",432,478
2023-03-18,"80y+",80,98
2023-03-17,"<1y",420,369
2023-03-17,"1-4y",4136,3490
2023-03-17,"5-9y",2965,2480
2023-03-17,"10-14y",1439,1213
2023-03-17,"15-19y",973,986
2023-03-17,"20-29y",2834,2089
2023-03-17,"30-39y",2602,1654
2023-03-17,"40-49y",1835,1282
2023-03-17,"50-59y",1258,1081
2023-03-17,"60-69y",818,808
2023-03-17,"70-79y",432,478
2023-03-17,"80y+",80,98
2023-03-16,"<1y",408,363
2023-03-16,"1-4y",4057,3413
2023-03-16,"5-9y",2932,2458
2023-03-16,"10-14y",1415,1207
2023-03-16,"15-19y",959,974
2023-03-16,"20-29y",2818,2071
2023-03-16,"30-39y",2587,1635
2023-03-16,"40-49y",1827,1268
2023-03-16,"50-59y",1247,1079
2023-03-16,"60-69y",810,800
2023-03-16,"70-79y",420,472
2023-03-16,"80y+",80,98
2023-03-15,"<1y",408,361
2023-03-15,"1-4y",4027,3394
2023-03-15,"5-9y",2921,2439
2023-03-15,"10-14y",1405,1198
2023-03-15,"15-19y",956,967
2023-03-15,"20-29y",2806,2057
2023-03-15,"30-39y",2575,1626
2023-03-15,"40-49y",1817,1260
2023-03-15,"50-59y",1238,1073
2023-03-15,"60-69y",805,798
2023-03-15,"70-79y",419,466
2023-03-15,"80y+",80,98
2023-03-14,"<1y",408,358
2023-03-14,"1-4y",4025,3394
2023-03-14,"5-9y",2921,2439
2023-03-14,"10-14y",1405,1198
2023-03-14,"15-19y",955,967
2023-03-14,"20-29y",2806,2057
2023-03-14,"30-39y",2575,1626
2023-03-14,"40-49y",1817,1260
2023-03-14,"50-59y",1237,1073
2023-03-14,"60-69y",805,798
2023-03-14,"70-79y",419,466
2023-03-14,"80y+",80,98
2023-03-13,"<1y",400,353
2023-03-13,"1-4y",3986,3347
2023-03-13,"5-9y",2894,2424
2023-03-13,"10-14y",1394,1178
2023-03-13,"15-19y",947,952
2023-03-13,"20-29y",2796,2039
2023-03-13,"30-39y",2559,1613
2023-03-13,"40-49y",1805,1246
2023-03-13,"50-59y",1229,1066
2023-03-13,"60-69y",800,788
2023-03-13,"70-79y",411,464
2023-03-13,"80y+",80,98
2023-03-12,"<1y",400,353
2023-03-12,"1-4y",3986,3347
2023-03-12,"5-9y",2894,2424
2023-03-12,"10-14y",1394,1178
2023-03-12,"15-19y",947,952
2023-03-12,"20-29y",2796,2039
2023-03-12,"30-39y",2559,1613
2023-03-12,"40-49y",1805,1246
2023-03-12,"50-59y",1229,1066
2023-03-12,"60-69y",800,788
2023-03-12,"70-79y",411,464
2023-03-12,"80y+",80,98
2023-03-11,"<1y",400,353
2023-03-11,"1-4y",3986,3347
2023-03-11,"5-9y",2894,2424
2023-03-11,"10-14y",1394,1178
2023-03-11,"15-19y",947,952
2023-03-11,"20-29y",2796,2039
2023-03-11,"30-39y",2559,1613
2023-03-11,"40-49y",1805,1246
2023-03-11,"50-59y",1229,1066
2023-03-11,"60-69y",800,788
2023-03-11,"70-79y",411,464
2023-03-11,"80y+",80,98
2023-03-10,"<1y",400,353
2023-03-10,"1-4y",3986,3347
2023-03-10,"5-9y",2894,2424
2023-03-10,"10-14y",1394,1178
2023-03-10,"15-19y",947,952
2023-03-10,"20-29y",2796,2039
2023-03-10,"30-39y",2559,1613
2023-03-10,"40-49y",1805,1246
2023-03-10,"50-59y",1229,1066
2023-03-10,"60-69y",800,788
2023-03-10,"70-79y",411,464
2023-03-10,"80y+",80,98
2023-03-09,"<1y",400,353
2023-03-09,"1-4y",3986,3347
2023-03-09,"5-9y",2894,2424
2023-03-09,"10-14y",1394,1178
2023-03-09,"15-19y",947,952
2023-03-09,"20-29y",2796,2039
2023-03-09,"30-39y",2559,1613
2023-03-09,"40-49y",1805,1246
2023-03-09,"50-59y",1229,1066
2023-03-09,"60-69y",800,788
2023-03-09,"70-79y",411,464
2023-03-09,"80y+",80,98
2023-03-08,"<1y",397,351
2023-03-08,"1-4y",3974,3335
2023-03-08,"5-9y",2881,2419
2023-03-08,"10-14y",1390,1178
2023-03-08,"15-19y",942,947
2023-03-08,"20-29y",2490,2036
2023-03-08,"30-39y",2553,1611
2023-03-08,"40-49y",1802,1242
2023-03-08,"50-59y",1227,1063
2023-03-08,"60-69y",796,786
2023-03-08,"70-79y",408,462
2023-03-08,"80y+",80,98
2023-03-07,"<1y",396,349
2023-03-07,"1-4y",3971,3330
2023-03-07,"5-9y",2878,2418
2023-03-07,"10-14y",1389,1178
2023-03-07,"15-19y",941,945
2023-03-07,"20-29y",2788,2036
2023-03-07,"30-39y",2553,1611
2023-03-07,"40-49y",1802,1241
2023-03-07,"50-59y",1227,1059
2023-03-07,"60-69y",796,786
2023-03-07,"70-79y",408,462
2023-03-07,"80y+",80,98
2023-03-06,"<1y",360,325
2023-03-06,"1-4y",3790,3152
2023-03-06,"5-9y",2741,2297
2023-03-06,"10-14y",1326,1102
2023-03-06,"15-19y",891,902
2023-03-06,"20-29y",2709,1923
2023-03-06,"30-39y",2488,1555
2023-03-06,"40-49y",1742,1187
2023-03-06,"50-59y",1179,1022
2023-03-06,"60-69y",758,753
2023-03-06,"70-79y",381,427
2023-03-06,"80y+",80,98
2023-07-03,"<1y",756,601
2023-07-03,"1-4y",5925,4942
2023-07-03,"5-9y",4203,3592
2023-07-03,"10-14y",2147,1871
2023-07-03,"15-19y",1415,1557
2023-07-03,"20-29y",3833,3138
2023-07-03,"30-39y",3408,2517
2023-07-03,"40-49y",2536,1911
2023-07-03,"50-59y",1740,1598
2023-07-03,"60-69y",1178,1210
2023-07-03,"70-79y",676,721
2023-07-03,"80y+",263,310
2023-07-02,"<1y",694,570
2023-07-02,"1-4y",5737,4777
2023-07-02,"5-9y",4080,3481
2023-07-02,"10-14y",2076,1799
2023-07-02,"15-19y",1369,1502
2023-07-02,"20-29y",3744,3042
2023-07-02,"30-39y",3337,2419
2023-07-02,"40-49y",2477,1854
2023-07-02,"50-59y",1713,1552
2023-07-02,"60-69y",1149,1158
2023-07-02,"70-79y",645,696
2023-07-02,"80y+",256,292
2023-07-01,"<1y",694,570
2023-07-01,"1-4y",5737,4777
2023-07-01,"5-9y",4080,3481
2023-07-01,"10-14y",2076,1799
2023-07-01,"15-19y",1369,1502
2023-07-01,"20-29y",3744,3042
2023-07-01,"30-39y",3337,2419
2023-07-01,"40-49y",2477,1854
2023-07-01,"50-59y",1713,1552
2023-07-01,"60-69y",1149,1158
2023-07-01,"70-79y",645,696
2023-07-01,"80y+",256,292
2023-06-29,"<1y",694,570
2023-06-29,"1-4y",5737,4777
2023-06-29,"5-9y",4080,3481
2023-06-29,"10-14y",2076,1799
2023-06-29,"15-19y",1369,1502
2023-06-29,"20-29y",3744,3042
2023-06-29,"30-39y",3337,2419
2023-06-29,"40-49y",2477,1854
2023-06-29,"50-59y",1713,1552
2023-06-29,"60-69y",1149,1158
2023-06-29,"70-79y",645,696
2023-06-29,"80y+",256,292
2023-06-28,"<1y",694,570
2023-06-28,"1-4y",5737,4777
2023-06-28,"5-9y",4080,3481
2023-06-28,"10-14y",2076,1799
2023-06-28,"15-19y",1369,1502
2023-06-28,"20-29y",3744,3042
2023-06-28,"30-39y",3337,2419
2023-06-28,"40-49y",2477,1854
2023-06-28,"50-59y",1713,1552
2023-06-28,"60-69y",1149,1158
2023-06-28,"70-79y",645,696
2023-06-28,"80y+",256,292
2023-06-27,"<1y",694,570
2023-06-27,"1-4y",5737,4777
2023-06-27,"5-9y",4080,3481
2023-06-27,"10-14y",2076,1799
2023-06-27,"15-19y",1369,1502
2023-06-27,"20-29y",3744,3042
2023-06-27,"30-39y",3337,2419
2023-06-27,"40-49y",2477,1854
2023-06-27,"50-59y",1713,1552
2023-06-27,"60-69y",1149,1158
2023-06-27,"70-79y",645,696
2023-06-27,"80y+",256,292
2023-06-26,"<1y",694,570
2023-06-26,"1-4y",5737,4777
2023-06-26,"5-9y",4080,3481
2023-06-26,"10-14y",2076,1799
2023-06-26,"15-19y",1369,1502
2023-06-26,"20-29y",3744,3042
2023-06-26,"30-39y",3337,2419
2023-06-26,"40-49y",2477,1854
2023-06-26,"50-59y",1713,1552
2023-06-26,"60-69y",1149,1158
2023-06-26,"70-79y",645,696
2023-06-26,"80y+",256,292
2023-06-25,"<1y",694,570
2023-06-25,"1-4y",5737,4777
2023-06-25,"5-9y",4080,3481
2023-06-25,"10-14y",2076,1799
2023-06-25,"15-19y",1369,1502
2023-06-25,"20-29y",3744,3042
2023-06-25,"30-39y",3337,2419
2023-06-25,"40-49y",2477,1854
2023-06-25,"50-59y",1713,1552
2023-06-25,"60-69y",1149,1158
2023-06-25,"70-79y",645,696
2023-06-25,"80y+",256,292
2023-06-24,"<1y",694,570
2023-06-24,"1-4y",5737,4777
2023-06-24,"5-9y",4080,3481
2023-06-24,"10-14y",2076,1799
2023-06-24,"15-19y",1369,1502
2023-06-24,"20-29y",3744,3042
2023-06-24,"30-39y",3337,2419
2023-06-24,"40-49y",2477,1854
2023-06-24,"50-59y",1713,1552
2023-06-24,"60-69y",1149,1158
2023-06-24,"70-79y",645,696
2023-06-24,"80y+",256,292
2023-06-23,"<1y",694,570
2023-06-23,"1-4y",5737,4777
2023-06-23,"5-9y",4080,3481
2023-06-23,"10-14y",2076,1799
2023-06-23,"15-19y",1369,1502
2023-06-23,"20-29y",3744,3042
2023-06-23,"30-39y",3337,2419
2023-06-23,"40-49y",2477,1854
2023-06-23,"50-59y",1713,1552
2023-06-23,"60-69y",1149,1158
2023-06-23,"70-79y",645,696
2023-06-23,"80y+",256,292
2023-06-22,"<1y",694,570
2023-06-22,"1-4y",5737,4777
2023-06-22,"5-9y",4080,3481
2023-06-22,"10-14y",2076,1799
2023-06-22,"15-19y",1369,1502
2023-06-22,"20-29y",3744,3042
2023-06-22,"30-39y",3337,2419
2023-06-22,"40-49y",2477,1854
2023-06-22,"50-59y",1713,1552
2023-06-22,"60-69y",1149,1158
2023-06-22,"70-79y",645,696
2023-06-22,"80y+",256,292
2023-06-21,"<1y",694,570
2023-06-21,"1-4y",5737,4777
2023-06-21,"5-9y",4080,3481
2023-06-21,"10-14y",2076,1799
2023-06-21,"15-19y",1369,1502
2023-06-21,"20-29y",3744,3042
2023-06-21,"30-39y",3337,2419
2023-06-21,"40-49y",2477,1854
2023-06-21,"50-59y",1713,1552
2023-06-21,"60-69y",1149,1158
2023-06-21,"70-79y",645,696
2023-06-21,"80y+",256,292
2023-06-20,"<1y",672,555
2023-06-20,"1-4y",5568,4629
2023-06-20,"5-9y",3941,3376
2023-06-20,"10-14y",1994,1726
2023-06-20,"15-19y",1327,1447
2023-06-20,"20-29y",3663,2936
2023-06-20,"30-39y",3251,2334
2023-06-20,"40-49y",2431,1786
2023-06-20,"50-59y",1663,1506
2023-06-20,"60-69y",1126,1119
2023-06-20,"70-79y",621,675
2023-06-20,"80y+",249,281
2023-06-19,"<1y",633,527
2023-06-19,"1-4y",5351,4452
2023-06-19,"5-9y",3812,3243
2023-06-19,"10-14y",1912,1656
2023-06-19,"15-19y",1273,1377
2023-06-19,"20-29y",3534,2808
2023-06-19,"30-39y",3154,2224
2023-06-19,"40-49y",2333,1689
2023-06-19,"50-59y",1597,1437
2023-06-19,"60-69y",1081,1064
2023-06-19,"70-79y",601,651
2023-06-19,"80y+",232,265
2023-06-18,"<1y",633,527
2023-06-18,"1-4y",5351,4452
2023-06-18,"5-9y",3812,3243
2023-06-18,"10-14y",1912,1656
2023-06-18,"15-19y",1273,1377
2023-06-18,"20-29y",3534,2808
2023-06-18,"30-39y",3154,2224
2023-06-18,"40-49y",2333,1689
2023-06-18,"50-59y",1597,1437
2023-06-18,"60-69y",1081,1064
2023-06-18,"70-79y",601,651
2023-06-18,"80y+",232,265
2023-06-17,"<1y",633,527
2023-06-17,"1-4y",5351,4452
2023-06-17,"5-9y",3812,3243
2023-06-17,"10-14y",1912,1656
2023-06-17,"15-19y",1273,1377
2023-06-17,"20-29y",3534,2808
2023-06-17,"30-39y",3154,2224
2023-06-17,"40-49y",2333,1689
2023-06-17,"50-59y",1597,1437
2023-06-17,"60-69y",1081,1064
2023-06-17,"70-79y",601,651
2023-06-17,"80y+",232,265
2023-06-16,"<1y",633,527
2023-06-16,"1-4y",5351,4452
2023-06-16,"5-9y",3812,3243
2023-06-16,"10-14y",1912,1656
2023-06-16,"15-19y",1273,1377
2023-06-16,"20-29y",3534,2808
2023-06-16,"30-39y",3154,2224
2023-06-16,"40-49y",2333,1689
2023-06-16,"50-59y",1597,1437
2023-06-16,"60-69y",1081,1064
2023-06-16,"70-79y",601,651
2023-06-16,"80y+",232,265
2023-06-15,"<1y",633,527
2023-06-15,"1-4y",5351,4452
2023-06-15,"5-9y",3812,3243
2023-06-15,"10-14y",1912,1656
2023-06-15,"15-19y",1273,1377
2023-06-15,"20-29y",3534,2808
2023-06-15,"30-39y",3154,2224
2023-06-15,"40-49y",2333,1689
2023-06-15,"50-59y",1597,1437
2023-06-15,"60-69y",1081,1064
2023-06-15,"70-79y",601,651
2023-06-15,"80y+",232,265
2023-06-14,"<1y",633,527
2023-06-14,"1-4y",5351,4452
2023-06-14,"5-9y",3812,3243
2023-06-14,"10-14y",1912,1656
2023-06-14,"15-19y",1273,1377
2023-06-14,"20-29y",3534,2808
2023-06-14,"30-39y",3154,2224
2023-06-14,"40-49y",2333,1689
2023-06-14,"50-59y",1597,1437
2023-06-14,"60-69y",1081,1064
2023-06-14,"70-79y",601,651
2023-06-14,"80y+",232,265
2023-06-13,"<1y",610,512
2023-06-13,"1-4y",5182,4309
2023-06-13,"5-9y",3694,3136
2023-06-13,"10-14y",1838,1590
2023-06-13,"15-19y",1217,1311
2023-06-13,"20-29y",3410,2693
2023-06-13,"30-39y",3047,2137
2023-06-13,"40-49y",2238,1623
2023-06-13,"50-59y",1544,1369
2023-06-13,"60-69y",1039,1030
2023-06-13,"70-79y",576,624
2023-06-13,"80y+",228,253
2023-06-12,"<1y",610,512
2023-06-12,"1-4y",5182,4309
2023-06-12,"5-9y",3694,3136
2023-06-12,"10-14y",1838,1590
2023-06-12,"15-19y",1217,1311
2023-06-12,"20-29y",3410,2693
2023-06-12,"30-39y",3047,2137
2023-06-12,"40-49y",2238,1623
2023-06-12,"50-59y",1544,1369
2023-06-12,"60-69y",1039,1030
2023-06-12,"70-79y",576,624
2023-06-12,"80y+",228,253
2023-06-11,"<1y",610,512
2023-06-11,"1-4y",5182,4309
2023-06-11,"5-9y",3694,3136
2023-06-11,"10-14y",1838,1590
2023-06-11,"15-19y",1217,1311
2023-06-11,"20-29y",3410,2693
2023-06-11,"30-39y",3047,2137
2023-06-11,"40-49y",2238,1623
2023-06-11,"50-59y",1544,1369
2023-06-11,"60-69y",1039,1030
2023-06-11,"70-79y",576,624
2023-06-11,"80y+",228,253
2023-06-10,"<1y",610,512
2023-06-10,"1-4y",5182,4309
2023-06-10,"5-9y",3694,3136
2023-06-10,"10-14y",1838,1590
2023-06-10,"15-19y",1217,1311
2023-06-10,"20-29y",3410,2693
2023-06-10,"30-39y",3047,2137
2023-06-10,"40-49y",2238,1623
2023-06-10,"50-59y",1544,1369
2023-06-10,"60-69y",1039,1030
2023-06-10,"70-79y",576,624
2023-06-10,"80y+",228,253
2023-06-09,"<1y",610,512
2023-06-09,"1-4y",5182,4309
2023-06-09,"5-9y",3694,3136
2023-06-09,"10-14y",1838,1590
2023-06-09,"15-19y",1217,1311
2023-06-09,"20-29y",3410,2693
2023-06-09,"30-39y",3047,2137
2023-06-09,"40-49y",2238,1623
2023-06-09,"50-59y",1544,1369
2023-06-09,"60-69y",1039,1030
2023-06-09,"70-79y",576,624
2023-06-09,"80y+",228,253
2023-06-08,"<1y",610,512
2023-06-08,"1-4y",5182,4309
2023-06-08,"5-9y",3694,3136
2023-06-08,"10-14y",1838,1590
2023-06-08,"15-19y",1217,1311
2023-06-08,"20-29y",3410,2693
2023-06-08,"30-39y",3047,2137
2023-06-08,"40-49y",2238,1623
2023-06-08,"50-59y",1544,1369
2023-06-08,"60-69y",1039,1030
2023-06-08,"70-79y",576,624
2023-06-08,"80y+",228,253
2023-06-07,"<1y",610,512
2023-06-07,"1-4y",5182,4309
2023-06-07,"5-9y",3694,3136
2023-06-07,"10-14y",1838,1590
2023-06-07,"15-19y",1217,1311
2023-06-07,"20-29y",3410,2693
2023-06-07,"30-39y",3047,2137
2023-06-07,"40-49y",2238,1623
2023-06-07,"50-59y",1544,1369
2023-06-07,"60-69y",1039,1030
2023-06-07,"70-79y",576,624
2023-06-07,"80y+",228,253
2023-06-06,"<1y",610,512
2023-06-06,"1-4y",5182,4309
2023-06-06,"5-9y",3694,3136
2023-06-06,"10-14y",1838,1590
2023-06-06,"15-19y",1217,1311
2023-06-06,"20-29y",3410,2693
2023-06-06,"30-39y",3047,2137
2023-06-06,"40-49y",2238,1623
2023-06-06,"50-59y",1544,1369
2023-06-06,"60-69y",1039,1030
2023-06-06,"70-79y",576,624
2023-06-06,"80y+",228,253
2023-06-05,"<1y",601,505
2023-06-05,"1-4y",5138,4270
2023-06-05,"5-9y",3661,3113
2023-06-05,"10-14y",1816,1574
2023-06-05,"15-19y",1196,1291
2023-06-05,"20-29y",3373,2663
2023-06-05,"30-39y",3026,2113
2023-06-05,"40-49y",2222,1616
2023-06-05,"50-59y",1526,1354
2023-06-05,"60-69y",1029,1020
2023-06-05,"70-79y",573,618
2023-06-05,"80y+",230,251
2023-06-04,"<1y",601,505
2023-06-04,"1-4y",5138,4270
2023-06-04,"5-9y",3661,3113
2023-06-04,"10-14y",1816,1574
2023-06-04,"15-19y",1196,1291
2023-06-04,"20-29y",3373,2663
2023-06-04,"30-39y",3026,2113
2023-06-04,"40-49y",2222,1616
2023-06-04,"50-59y",1526,1354
2023-06-04,"60-69y",1029,1020
2023-06-04,"70-79y",573,618
2023-06-04,"80y+",230,251
2023-06-03,"<1y",563,482
2023-06-03,"1-4y",4927,4128
2023-06-03,"5-9y",3525,2999
2023-06-03,"10-14y",1738,1509
2023-06-03,"15-19y",1147,1233
2023-06-03,"20-29y",3284,2553
2023-06-03,"30-39y",2958,2036
2023-06-03,"40-49y",2136,1551
2023-06-03,"50-59y",1489,1307
2023-06-03,"60-69y",998,978
2023-06-03,"70-79y",546,594
2023-06-03,"80y+",223,245
2023-06-02,"<1y",563,482
2023-06-02,"1-4y",4927,4128
2023-06-02,"5-9y",3525,2999
2023-06-02,"10-14y",1738,1509
2023-06-02,"15-19y",1147,1233
2023-06-02,"20-29y",3284,2553
2023-06-02,"30-39y",2958,2036
2023-06-02,"40-49y",2136,1551
2023-06-02,"50-59y",1489,1307
2023-06-02,"60-69y",998,978
2023-06-02,"70-79y",546,594
2023-06-02,"80y+",223,245
2023-06-01,"<1y",563,482
2023-06-01,"1-4y",4927,4128
2023-06-01,"5-9y",3525,2999
2023-06-01,"10-14y",1738,1509
2023-06-01,"15-19y",1147,1233
2023-06-01,"20-29y",3284,2553
2023-06-01,"30-39y",2958,2036
2023-06-01,"40-49y",2136,1551
2023-06-01,"50-59y",1489,1307
2023-06-01,"60-69y",998,978
2023-06-01,"70-79y",546,594
2023-06-01,"80y+",223,245
2023-05-31,"<1y",563,482
2023-05-31,"1-4y",4927,4128
2023-05-31,"5-9y",3525,2999
2023-05-31,"10-14y",1738,1509
2023-05-31,"15-19y",1147,1233
2023-05-31,"20-29y",3284,2553
2023-05-31,"30-39y",2958,2036
2023-05-31,"40-49y",2136,1551
2023-05-31,"50-59y",1489,1307
2023-05-31,"60-69y",998,978
2023-05-31,"70-79y",546,594
2023-05-31,"80y+",223,245
2023-05-30,"<1y",563,482
2023-05-30,"1-4y",4927,4128
2023-05-30,"5-9y",3525,2999
2023-05-30,"10-14y",1738,1509
2023-05-30,"15-19y",1147,1233
2023-05-30,"20-29y",3284,2553
2023-05-30,"30-39y",2958,2036
2023-05-30,"40-49y",2136,1551
2023-05-30,"50-59y",1489,1307
2023-05-30,"60-69y",998,978
2023-05-30,"70-79y",546,594
2023-05-30,"80y+",223,245
2023-05-28,"<1y",563,482
2023-05-28,"1-4y",4927,4128
2023-05-28,"5-9y",3525,2999
2023-05-28,"10-14y",1738,1509
2023-05-28,"15-19y",1147,1233
2023-05-28,"20-29y",3284,2553
2023-05-28,"30-39y",2958,2036
2023-05-28,"40-49y",2136,1551
2023-05-28,"50-59y",1489,1307
2023-05-28,"60-69y",998,978
2023-05-28,"70-79y",546,594
2023-05-28,"80y+",223,245
2023-05-27,"<1y",563,482
2023-05-27,"1-4y",4927,4128
2023-05-27,"5-9y",3525,2999
2023-05-27,"10-14y",1738,1509
2023-05-27,"15-19y",1147,1233
2023-05-27,"20-29y",3284,2553
2023-05-27,"30-39y",2958,2036
2023-05-27,"40-49y",2136,1551
2023-05-27,"50-59y",1489,1307
2023-05-27,"60-69y",998,978
2023-05-27,"70-79y",546,594
2023-05-27,"80y+",223,245
2023-05-26,"<1y",563,482
2023-05-26,"1-4y",4927,4128
2023-05-26,"5-9y",3525,2999
2023-05-26,"10-14y",1738,1509
2023-05-26,"15-19y",1147,1233
2023-05-26,"20-29y",3284,2553
2023-05-26,"30-39y",2958,2036
2023-05-26,"40-49y",2136,1551
2023-05-26,"50-59y",1489,1307
2023-05-26,"60-69y",998,978
2023-05-26,"70-79y",546,594
2023-05-26,"80y+",223,245
2023-05-25,"<1y",563,482
2023-05-25,"1-4y",4927,4128
2023-05-25,"5-9y",3525,2999
2023-05-25,"10-14y",1738,1509
2023-05-25,"15-19y",1147,1233
2023-05-25,"20-29y",3284,2553
2023-05-25,"30-39y",2958,2036
2023-05-25,"40-49y",2136,1551
2023-05-25,"50-59y",1489,1307
2023-05-25,"60-69y",998,978
2023-05-25,"70-79y",546,594
2023-05-25,"80y+",223,245
2023-05-24,"<1y",563,482
2023-05-24,"1-4y",4927,4128
2023-05-24,"5-9y",3525,2999
2023-05-24,"10-14y",1738,1509
2023-05-24,"15-19y",1147,1233
2023-05-24,"20-29y",3284,2553
2023-05-24,"30-39y",2958,2036
2023-05-24,"40-49y",2136,1551
2023-05-24,"50-59y",1489,1307
2023-05-24,"60-69y",998,978
2023-05-24,"70-79y",546,594
2023-05-24,"80y+",223,245
2023-05-23,"<1y",563,482
2023-05-23,"1-4y",4927,4128
2023-05-23,"5-9y",3525,2999
2023-05-23,"10-14y",1738,1509
2023-05-23,"15-19y",1147,1233
2023-05-23,"20-29y",3284,2553
2023-05-23,"30-39y",2958,2036
